request_id,request_datetime,state,urban_rural,population_density_per_sqkm,building_type,dwelling_floors,floor_number,distance_to_exchange_km,distance_to_fiber_km,technology_type,existing_infrastructure,terrain_type,soil_type,vegetation_density,road_access_type,temperature_c,rain_mm_last24h,wind_speed_kmh,storm_flag,flood_warning_flag,bushfire_warning_flag,crew_available_at_request,backlog_open_jobs_region,public_holiday_flag,day_of_week,time_of_day_bucket,sla_hours,actual_eta_hours
REQ_00467,2024-05-14T19:00:00,NT,Rural,56.61,Apartment,15,11,28.9,28.1,HFC,None,Hilly,Clay,Low,Sealed,30.5,0.0,23.9,0,0,0,1,0,0,Tuesday,Evening,92,88.9
REQ_00468,2024-11-29T17:00:00,WA,Urban,1970.45,Detached_House,2,2,2.24,2.96,FTTN,4G_only,Flat,Clay,Medium,Sealed,17.7,1.4,18.2,0,0,0,0,1,0,Friday,Evening,70,104.5
REQ_00469,2024-02-20T11:00:00,VIC,Suburban,1818.64,Small_Business,1,1,1.84,2.64,FTTN,Cable,Coastal,Sand,Low,Sealed,22.6,2.9,37.1,0,0,0,1,2,0,Tuesday,Morning,71,64.9
REQ_00470,2024-04-28T15:00:00,QLD,Urban,3953.02,Highrise_Office,34,2,4.62,0.47,FTTP,Cable,Flat,Clay,Low,Sealed,33.2,0.8,36.7,0,0,0,1,48,0,Sunday,Afternoon,77,109.9
REQ_00471,2024-02-23T20:00:00,ACT,Suburban,1478.84,Highrise_Office,16,6,2.01,0.4,HFC,4G_only,Mountainous,Sand,Low,Sealed,20.6,2.7,29.5,0,0,0,1,5,0,Friday,Evening,62,77.3
REQ_00472,2024-10-11T02:00:00,NT,Rural,90.28,Detached_House,2,1,32.65,12.19,FTTP,ADSL,Hilly,Clay,Medium,Sealed,21.3,0.0,23.6,0,0,0,1,17,0,Friday,Night,102,97.4
REQ_00473,2024-05-09T08:00:00,QLD,Suburban,1572.22,Townhouse,2,2,4.7,0.58,Satellite,Cable,Flat,Clay,Low,Sealed,27.0,0.0,8.0,0,0,0,0,64,0,Thursday,Morning,84,141.1
REQ_00474,2024-06-19T00:00:00,NSW,Urban,5498.09,Highrise_Office,10,5,3.02,1.91,HFC,4G_only,Outback,Sand,Low,Seasonal,22.6,2.2,16.5,0,0,0,1,11,0,Wednesday,Night,66,102.0
REQ_00475,2024-04-06T10:00:00,NSW,Rural,70.51,Highrise_Office,13,4,21.85,9.04,HFC,None,Coastal,Clay,High,Sealed,31.7,2.5,7.5,0,0,0,1,30,0,Saturday,Morning,96,109.2
REQ_00476,2024-06-14T07:00:00,NSW,Rural,49.55,Industrial,2,2,7.68,26.18,HFC,Cable,Mountainous,Sand,Medium,Sealed,22.1,0.0,15.4,0,0,0,0,12,0,Friday,Morning,106,139.8
REQ_00477,2024-02-07T01:00:00,NT,Rural,61.53,Small_Business,2,2,19.98,8.13,FTTN,4G_only,Outback,Sand,Medium,Sealed,31.4,0.1,14.7,0,0,0,1,22,0,Wednesday,Night,90,151.9
REQ_00478,2024-04-10T15:00:00,WA,Rural,80.47,Apartment,6,2,23.95,22.44,FTTN,4G_only,Coastal,Rock,Low,Unsealed,34.6,5.6,11.2,0,0,0,1,7,0,Wednesday,Afternoon,99,113.5
REQ_00479,2024-12-01T11:00:00,NSW,Suburban,2269.46,Apartment,5,1,2.12,1.3,HFC,ADSL,Hilly,Rock,Medium,Sealed,12.4,3.6,7.8,0,0,0,1,9,1,Sunday,Morning,83,88.4
REQ_00480,2024-10-08T03:00:00,ACT,Suburban,1730.54,Townhouse,2,1,0.44,0.11,FTTN,Cable,Outback,Rock,Medium,Seasonal,11.2,0.0,9.0,0,0,0,0,7,0,Tuesday,Night,60,122.6
REQ_00481,2024-01-04T08:00:00,ACT,Rural,55.83,Small_Business,1,1,6.56,4.7,HFC,Cable,Hilly,Rock,Medium,Sealed,15.3,10.4,24.4,0,0,0,0,8,0,Thursday,Morning,102,113.5
REQ_00482,2024-12-26T15:00:00,SA,Suburban,620.81,Industrial,2,1,0.9,2.72,FTTN,None,Flat,Clay,Medium,Sealed,22.8,9.4,5.2,0,0,0,0,1,0,Thursday,Afternoon,74,119.9
REQ_00483,2024-06-23T14:00:00,QLD,Urban,6905.23,Highrise_Office,35,29,1.45,2.95,FTTN,ADSL,Outback,Sand,Low,Seasonal,29.4,0.0,16.2,0,0,0,0,4,1,Sunday,Afternoon,70,131.2
REQ_00484,2024-06-27T20:00:00,NSW,Rural,46.15,Detached_House,2,2,39.54,31.57,FTTN,Cable,Flat,Sand,Low,Sealed,20.6,0.8,19.0,0,0,0,1,3,0,Thursday,Evening,95,105.8
REQ_00485,2024-12-03T16:00:00,NSW,Suburban,2902.8,Small_Business,2,1,3.59,2.23,HFC,Cable,Outback,Sand,High,Unsealed,14.4,13.2,4.5,0,0,0,0,7,0,Tuesday,Afternoon,79,153.7
REQ_00486,2024-04-23T10:00:00,NT,Urban,4893.82,Detached_House,1,1,1.51,2.2,Fixed_Wireless,5G_available,Outback,Rock,Low,Unsealed,30.6,0.0,8.7,0,0,0,1,9,0,Tuesday,Morning,90,127.2
REQ_00487,2024-12-09T20:00:00,WA,Suburban,2441.39,Industrial,3,2,2.02,2.4,FTTP,None,Flat,Clay,Low,Sealed,19.3,4.0,22.0,0,0,0,1,0,0,Monday,Evening,60,59.6
REQ_00488,2024-08-02T18:00:00,ACT,Urban,4565.46,Small_Business,1,1,1.04,2.88,FTTN,None,Flat,Sand,High,Sealed,20.9,2.5,11.5,0,0,0,1,4,0,Friday,Evening,84,115.4
REQ_00489,2024-05-21T11:00:00,TAS,Urban,3171.27,Townhouse,2,1,0.25,0.79,FTTP,5G_available,Coastal,Mixed,Medium,Sealed,16.8,0.0,19.5,0,0,0,0,18,0,Tuesday,Morning,61,100.6
REQ_00490,2024-07-24T22:00:00,ACT,Suburban,1832.19,Highrise_Office,38,17,3.93,2.24,FTTP,ADSL,Flat,Rock,High,Unsealed,13.7,5.7,26.8,0,0,0,1,28,0,Wednesday,Night,75,91.1
REQ_00491,2024-11-26T13:00:00,SA,Suburban,1902.52,Small_Business,1,1,0.6,0.65,HFC,4G_only,Mountainous,Mixed,Medium,Unsealed,23.8,4.1,3.5,0,0,0,1,7,0,Tuesday,Afternoon,67,123.2
REQ_00492,2024-12-16T19:00:00,NSW,Suburban,2355.78,Townhouse,2,2,4.87,2.02,FTTP,Cable,Hilly,Clay,High,Sealed,19.0,0.6,22.8,0,0,0,1,2,0,Monday,Evening,84,86.3
REQ_00493,2024-07-14T12:00:00,TAS,Suburban,794.85,Apartment,11,11,4.68,2.62,Fixed_Wireless,ADSL,Mountainous,Sand,Low,Unsealed,16.2,1.8,9.4,0,0,0,1,7,0,Sunday,Afternoon,76,107.9
REQ_00494,2024-08-09T23:00:00,TAS,Urban,2281.76,Detached_House,2,2,4.76,0.16,FTTN,ADSL,Outback,Rock,Low,Unsealed,16.4,0.1,13.1,0,0,0,1,11,0,Friday,Night,63,120.5
REQ_00495,2024-07-13T21:00:00,WA,Suburban,1505.74,Detached_House,2,1,2.22,1.49,FTTP,None,Mountainous,Clay,Low,Unsealed,19.6,0.0,4.3,0,0,0,1,8,1,Saturday,Evening,63,106.2
REQ_00496,2024-07-09T07:00:00,TAS,Urban,2116.0,Apartment,25,21,1.83,2.97,FTTP,None,Coastal,Sand,Medium,Sealed,13.1,1.2,10.1,0,0,0,1,0,0,Tuesday,Morning,65,69.1
REQ_00497,2024-04-26T16:00:00,NSW,Rural,73.39,Townhouse,2,2,29.22,27.66,HFC,ADSL,Outback,Rock,Medium,Seasonal,24.3,3.4,7.7,0,0,0,1,44,0,Friday,Afternoon,108,141.9
REQ_00498,2024-01-31T03:00:00,SA,Urban,2189.82,Highrise_Office,35,34,0.67,2.7,FTTP,Cable,Coastal,Mixed,High,Sealed,25.0,0.3,1.5,0,0,0,0,13,0,Wednesday,Night,65,75.9
REQ_00499,2024-01-06T00:00:00,TAS,Urban,3607.63,Industrial,2,2,0.44,0.12,Fixed_Wireless,ADSL,Flat,Mixed,Low,Sealed,17.6,2.9,4.8,0,0,0,1,17,0,Saturday,Night,76,80.8
REQ_00500,2024-03-12T11:00:00,WA,Urban,6640.52,Apartment,20,16,1.41,2.94,FTTN,Cable,Mountainous,Clay,Medium,Sealed,28.9,1.9,19.5,0,0,0,0,25,0,Tuesday,Morning,69,117.7
REQ_00501,2024-11-08T06:00:00,NT,Remote,4.07,Townhouse,2,2,44.51,26.32,FTTN,ADSL,Hilly,Mixed,Medium,Sealed,24.6,0.0,6.8,0,0,0,1,0,0,Friday,Morning,102,111.3
REQ_00502,2024-10-12T19:00:00,ACT,Urban,7371.46,Detached_House,1,1,4.85,2.11,HFC,5G_available,Hilly,Sand,Medium,Unsealed,13.8,0.0,19.6,0,0,0,1,14,0,Saturday,Evening,61,66.8
REQ_00503,2024-09-04T04:00:00,ACT,Rural,158.71,Detached_House,1,1,7.99,23.86,FTTP,5G_available,Hilly,Mixed,High,Sealed,15.9,1.9,20.2,0,0,0,1,15,0,Wednesday,Night,101,110.8
REQ_00504,2024-07-09T10:00:00,NT,Urban,2617.18,Industrial,3,1,2.32,0.29,HFC,4G_only,Coastal,Rock,Low,Unsealed,30.0,4.2,14.1,0,0,0,1,14,0,Tuesday,Morning,73,88.0
REQ_00505,2024-04-02T09:00:00,NSW,Urban,6607.76,Industrial,4,2,3.12,1.77,FTTP,None,Mountainous,Mixed,High,Sealed,26.9,0.0,18.1,0,0,0,1,49,0,Tuesday,Morning,79,163.6
REQ_00506,2024-03-02T13:00:00,TAS,Urban,4930.75,Townhouse,2,2,2.38,1.6,HFC,5G_available,Mountainous,Rock,Low,Sealed,13.0,3.3,26.4,0,0,0,1,1,1,Saturday,Afternoon,79,104.7
REQ_00507,2024-11-23T16:00:00,WA,Suburban,2358.86,Industrial,2,1,1.29,1.77,HFC,None,Mountainous,Rock,Low,Sealed,21.2,0.0,6.4,0,0,0,1,28,0,Saturday,Afternoon,81,122.1
REQ_00508,2024-05-13T14:00:00,NT,Rural,154.51,Small_Business,2,1,5.1,23.53,HFC,ADSL,Hilly,Clay,Medium,Seasonal,32.9,0.3,21.8,0,0,0,1,5,0,Monday,Afternoon,106,118.8
REQ_00509,2024-05-06T09:00:00,ACT,Suburban,1390.92,Highrise_Office,15,2,2.65,1.2,FTTN,5G_available,Flat,Clay,Low,Sealed,23.4,0.3,14.7,0,0,0,1,2,0,Monday,Morning,79,87.2
REQ_00510,2024-05-04T08:00:00,SA,Suburban,874.66,Highrise_Office,29,26,0.26,0.48,HFC,ADSL,Coastal,Rock,Medium,Sealed,24.8,0.1,8.9,0,0,0,0,13,1,Saturday,Morning,67,86.6
REQ_00511,2024-10-05T11:00:00,NT,Urban,3103.86,Detached_House,1,1,3.41,0.31,Fixed_Wireless,None,Hilly,Rock,High,Unsealed,18.0,1.7,17.4,0,0,0,1,62,0,Saturday,Morning,72,147.6
REQ_00512,2024-03-02T16:00:00,VIC,Urban,7427.17,Small_Business,1,1,4.79,1.06,FTTP,None,Coastal,Sand,Low,Sealed,27.8,8.8,12.8,0,0,0,1,81,0,Saturday,Afternoon,66,126.9
REQ_00513,2024-07-02T14:00:00,VIC,Urban,2930.84,Highrise_Office,25,8,3.66,2.06,FTTP,Cable,Coastal,Rock,Low,Unsealed,22.5,0.0,16.0,0,0,0,1,10,0,Tuesday,Afternoon,68,80.4
REQ_00514,2024-02-01T12:00:00,NT,Suburban,2846.45,Detached_House,2,2,2.87,0.59,HFC,None,Flat,Rock,High,Sealed,30.7,0.1,1.0,0,0,0,1,53,0,Thursday,Afternoon,65,88.8
REQ_00515,2024-05-13T04:00:00,NT,Suburban,2807.33,Highrise_Office,27,10,0.43,0.53,Satellite,Cable,Hilly,Clay,Medium,Sealed,30.8,0.0,5.7,0,0,0,1,2,0,Monday,Night,83,76.0
REQ_00516,2024-03-02T14:00:00,ACT,Suburban,1843.54,Industrial,1,1,2.08,1.9,HFC,5G_available,Coastal,Clay,High,Sealed,21.6,9.4,13.2,0,0,0,1,12,1,Saturday,Afternoon,73,68.2
REQ_00517,2024-08-14T19:00:00,TAS,Urban,7713.16,Detached_House,2,1,0.81,2.59,FTTN,None,Hilly,Rock,Low,Sealed,6.4,4.1,22.9,0,0,0,1,28,0,Wednesday,Evening,71,106.2
REQ_00518,2024-10-24T19:00:00,NT,Rural,114.79,Small_Business,1,1,33.88,17.36,FTTN,4G_only,Mountainous,Clay,Medium,Sealed,22.4,9.1,23.2,0,0,0,1,1,0,Thursday,Evening,87,129.1
REQ_00519,2024-10-13T11:00:00,WA,Urban,4055.61,Highrise_Office,39,3,5.0,0.88,FTTN,None,Coastal,Mixed,Low,Sealed,22.6,0.0,4.8,0,0,0,1,2,0,Sunday,Morning,63,83.1
REQ_00520,2024-05-12T08:00:00,WA,Suburban,2493.86,Highrise_Office,24,3,3.74,1.84,Fixed_Wireless,Cable,Mountainous,Rock,Medium,Unsealed,28.1,2.2,13.5,0,0,0,1,0,0,Sunday,Morning,94,143.9
REQ_00521,2024-01-14T07:00:00,QLD,Urban,5599.14,Apartment,29,20,1.97,1.05,HFC,Cable,Mountainous,Mixed,Low,Sealed,30.1,6.0,0.4,0,0,0,1,59,0,Sunday,Morning,74,119.8
REQ_00522,2024-04-18T19:00:00,NSW,Remote,41.87,Apartment,27,19,24.43,10.36,FTTP,None,Mountainous,Clay,Medium,Unsealed,28.4,5.7,18.2,0,0,0,1,12,0,Thursday,Evening,102,166.1
REQ_00523,2024-11-03T23:00:00,WA,Urban,3290.4,Apartment,15,8,2.31,0.36,FTTN,ADSL,Mountainous,Mixed,High,Sealed,16.9,0.0,20.6,0,0,0,1,3,0,Sunday,Night,61,85.6
REQ_00524,2024-06-09T09:00:00,NSW,Urban,7222.74,Detached_House,1,1,4.51,2.8,FTTP,4G_only,Flat,Mixed,Low,Unsealed,25.1,8.7,14.3,0,0,0,0,3,0,Sunday,Morning,82,100.2
REQ_00525,2024-08-21T12:00:00,SA,Rural,181.36,Apartment,15,15,20.94,27.78,FTTP,4G_only,Hilly,Mixed,Medium,Sealed,24.9,0.1,6.9,0,0,0,1,11,0,Wednesday,Afternoon,93,112.8
REQ_00526,2024-04-14T06:00:00,NSW,Urban,5331.56,Industrial,3,1,4.18,1.04,Fixed_Wireless,Cable,Hilly,Mixed,Low,Seasonal,26.3,0.0,15.3,0,0,0,1,10,1,Sunday,Morning,79,86.1
REQ_00527,2024-03-28T19:00:00,TAS,Urban,6161.93,Industrial,3,3,2.72,2.11,FTTP,5G_available,Outback,Sand,Low,Sealed,18.3,0.1,23.2,0,0,0,1,3,0,Thursday,Evening,60,112.1
REQ_00528,2024-05-07T17:00:00,WA,Urban,3346.68,Apartment,15,8,2.38,1.22,Fixed_Wireless,None,Flat,Clay,Medium,Sealed,31.7,11.1,9.2,0,0,0,0,13,0,Tuesday,Evening,74,105.2
REQ_00529,2024-03-10T09:00:00,QLD,Rural,148.14,Highrise_Office,34,5,7.93,4.94,FTTP,4G_only,Flat,Sand,Medium,Sealed,25.6,0.0,18.6,0,0,0,0,47,0,Sunday,Morning,87,148.0
REQ_00530,2024-04-01T21:00:00,QLD,Urban,4900.53,Apartment,27,21,4.0,0.47,FTTP,ADSL,Outback,Rock,High,Seasonal,31.0,0.5,10.8,0,0,0,1,12,0,Monday,Evening,71,108.9
REQ_00531,2024-06-29T07:00:00,NSW,Urban,6515.33,Industrial,4,1,3.36,1.74,FTTP,Cable,Flat,Clay,Medium,Sealed,21.0,3.0,11.8,0,0,0,0,16,0,Saturday,Morning,76,94.6
REQ_00532,2024-11-14T03:00:00,TAS,Rural,103.82,Small_Business,1,1,25.65,14.22,Fixed_Wireless,None,Coastal,Rock,Medium,Sealed,6.3,0.0,27.7,0,0,0,1,3,0,Thursday,Night,104,110.8
REQ_00533,2024-10-20T03:00:00,NSW,Suburban,2166.53,Small_Business,1,1,1.86,2.0,HFC,Cable,Coastal,Clay,Medium,Sealed,17.0,0.3,28.2,0,0,0,1,6,1,Sunday,Night,81,76.5
REQ_00534,2024-02-05T07:00:00,TAS,Suburban,2125.74,Townhouse,2,1,1.85,1.29,Fixed_Wireless,Cable,Outback,Clay,Low,Sealed,17.8,2.8,20.5,0,0,0,0,10,0,Monday,Morning,92,152.4
REQ_00535,2024-11-20T19:00:00,SA,Rural,63.29,Highrise_Office,39,36,37.16,37.39,FTTN,None,Outback,Mixed,Medium,Unsealed,15.4,0.0,30.6,0,0,0,1,9,0,Wednesday,Evening,106,188.1
REQ_00536,2024-07-20T16:00:00,TAS,Rural,93.57,Detached_House,2,2,41.56,29.22,FTTN,None,Outback,Mixed,Low,Sealed,9.9,4.4,13.2,0,0,0,1,15,0,Saturday,Afternoon,95,132.0
REQ_00537,2024-07-13T10:00:00,QLD,Suburban,884.56,Townhouse,2,1,4.12,2.81,FTTN,ADSL,Flat,Sand,Low,Seasonal,18.8,0.0,20.4,0,0,0,0,8,0,Saturday,Morning,63,106.7
REQ_00538,2024-07-18T22:00:00,QLD,Rural,67.81,Detached_House,1,1,17.6,7.17,FTTP,None,Flat,Mixed,Medium,Sealed,20.2,0.2,14.8,0,0,0,1,30,0,Thursday,Night,91,91.6
REQ_00539,2024-07-21T13:00:00,SA,Urban,4638.81,Detached_House,1,1,3.73,0.42,HFC,None,Hilly,Mixed,High,Unsealed,22.4,2.2,16.0,0,0,0,1,19,1,Sunday,Afternoon,73,88.1
REQ_00540,2024-06-13T03:00:00,NT,Rural,146.79,Apartment,8,4,6.22,35.85,FTTN,4G_only,Coastal,Rock,Medium,Sealed,31.3,0.5,11.9,0,0,0,1,29,0,Thursday,Night,105,105.6
REQ_00541,2024-09-16T11:00:00,SA,Suburban,1195.12,Industrial,2,1,4.4,0.18,FTTP,ADSL,Hilly,Sand,Low,Sealed,13.4,0.3,17.5,0,0,0,1,3,0,Monday,Morning,68,74.0
REQ_00542,2024-11-15T07:00:00,ACT,Urban,5213.71,Highrise_Office,32,15,1.52,0.33,HFC,Cable,Hilly,Mixed,Medium,Unsealed,17.9,0.7,0.4,0,0,0,1,15,0,Friday,Morning,72,95.3
REQ_00543,2024-12-16T08:00:00,TAS,Suburban,2434.12,Industrial,3,3,2.01,2.83,HFC,4G_only,Hilly,Clay,Medium,Sealed,12.5,0.0,24.9,0,0,0,1,6,0,Monday,Morning,82,77.3
REQ_00544,2024-10-08T20:00:00,QLD,Suburban,2944.28,Highrise_Office,29,18,2.72,2.2,FTTN,ADSL,Mountainous,Rock,High,Sealed,20.7,0.7,3.3,0,0,0,1,12,0,Tuesday,Evening,64,97.1
REQ_00545,2024-05-14T00:00:00,ACT,Rural,21.36,Townhouse,2,2,6.98,32.7,HFC,Cable,Hilly,Mixed,Medium,Seasonal,22.6,0.0,12.6,0,0,0,1,9,0,Tuesday,Night,103,111.0
REQ_00546,2024-09-01T23:00:00,SA,Urban,2244.46,Small_Business,1,1,1.55,0.81,FTTN,ADSL,Flat,Rock,Medium,Sealed,20.9,1.5,15.1,0,0,0,1,12,0,Sunday,Night,71,68.7
REQ_00547,2024-10-21T13:00:00,SA,Urban,3555.9,Detached_House,2,1,0.34,1.25,FTTP,ADSL,Mountainous,Clay,Low,Sealed,18.7,1.2,15.7,0,0,0,1,11,0,Monday,Afternoon,77,114.8
REQ_00548,2024-11-30T15:00:00,QLD,Urban,2984.31,Townhouse,2,1,4.1,2.25,Fixed_Wireless,None,Mountainous,Rock,Low,Sealed,16.6,3.0,18.4,0,0,0,1,39,0,Saturday,Afternoon,73,134.9
REQ_00549,2024-05-23T10:00:00,WA,Suburban,1425.0,Industrial,4,3,3.67,0.69,FTTN,ADSL,Coastal,Sand,Medium,Sealed,27.2,0.2,1.6,0,0,0,1,5,0,Thursday,Morning,64,74.6
REQ_00550,2024-02-01T10:00:00,ACT,Urban,5479.03,Apartment,20,8,2.66,2.63,Satellite,ADSL,Coastal,Mixed,High,Sealed,21.7,0.0,24.5,0,0,0,1,5,0,Thursday,Morning,81,69.7
REQ_00551,2024-06-11T21:00:00,WA,Suburban,1377.31,Highrise_Office,26,5,2.57,0.87,Satellite,Cable,Coastal,Sand,Low,Sealed,29.3,0.0,20.0,0,0,0,0,14,0,Tuesday,Evening,95,132.4
REQ_00552,2024-09-09T12:00:00,QLD,Urban,7745.88,Industrial,3,3,3.51,2.82,FTTP,None,Coastal,Mixed,Medium,Sealed,19.4,0.0,30.4,0,0,0,1,4,0,Monday,Afternoon,60,83.6
REQ_00553,2024-08-13T23:00:00,VIC,Urban,4628.28,Townhouse,2,2,4.82,1.58,Fixed_Wireless,None,Mountainous,Sand,Medium,Unsealed,13.7,0.3,27.4,0,0,0,1,7,0,Tuesday,Night,73,125.9
REQ_00554,2024-11-23T01:00:00,ACT,Urban,2868.0,Small_Business,1,1,4.56,1.95,HFC,4G_only,Hilly,Clay,Medium,Sealed,17.0,3.4,18.2,0,0,0,1,28,1,Saturday,Night,60,59.3
REQ_00555,2024-12-22T12:00:00,ACT,Suburban,1214.07,Detached_House,2,2,0.57,0.89,HFC,5G_available,Outback,Clay,Low,Sealed,13.6,3.8,9.4,0,0,0,1,0,0,Sunday,Afternoon,68,86.3
REQ_00556,2024-07-15T18:00:00,ACT,Urban,2974.76,Highrise_Office,22,15,2.46,1.71,FTTP,Cable,Coastal,Rock,Low,Sealed,21.1,4.6,3.4,0,0,0,1,11,0,Monday,Evening,75,80.0
REQ_00557,2024-06-18T08:00:00,NSW,Rural,85.57,Detached_House,2,2,26.59,16.77,Satellite,Cable,Coastal,Clay,Medium,Seasonal,24.0,6.8,8.3,0,0,0,1,4,0,Tuesday,Morning,105,127.1
REQ_00558,2024-03-02T18:00:00,WA,Urban,3641.21,Townhouse,2,2,0.81,0.37,FTTP,4G_only,Flat,Sand,Medium,Sealed,26.4,1.7,1.3,0,0,0,1,39,0,Saturday,Evening,65,102.4
REQ_00559,2024-12-24T08:00:00,QLD,Rural,97.81,Townhouse,2,1,37.26,15.32,FTTP,Cable,Flat,Rock,Medium,Sealed,28.4,0.2,14.7,0,0,0,1,17,0,Tuesday,Morning,105,97.9
REQ_00560,2024-08-05T21:00:00,WA,Suburban,1171.5,Detached_House,2,2,3.64,2.64,FTTP,Cable,Mountainous,Mixed,Medium,Seasonal,16.9,0.0,19.8,0,0,0,1,68,0,Monday,Evening,67,148.5
REQ_00561,2024-11-13T22:00:00,NSW,Urban,2661.31,Industrial,3,1,0.9,0.94,HFC,ADSL,Flat,Rock,Low,Sealed,16.3,2.3,0.6,0,0,0,1,19,0,Wednesday,Night,68,68.2
REQ_00562,2024-04-06T16:00:00,SA,Urban,1654.16,Industrial,1,1,4.16,2.47,Satellite,None,Mountainous,Rock,High,Sealed,27.4,7.2,18.4,0,0,0,1,9,0,Saturday,Afternoon,89,132.4
REQ_00563,2024-01-20T09:00:00,ACT,Urban,5228.75,Small_Business,1,1,4.4,2.42,HFC,4G_only,Mountainous,Mixed,High,Sealed,17.9,4.6,1.1,0,0,0,1,20,1,Saturday,Morning,61,86.8
REQ_00564,2024-03-10T07:00:00,QLD,Urban,3759.4,Small_Business,2,2,0.68,2.43,HFC,4G_only,Flat,Clay,High,Sealed,26.3,0.4,25.5,0,0,0,1,32,0,Sunday,Morning,77,121.9
REQ_00565,2024-10-23T15:00:00,NT,Urban,6407.94,Detached_House,2,1,3.54,2.32,FTTP,Cable,Mountainous,Rock,Low,Seasonal,28.2,0.5,11.2,0,0,0,1,15,0,Wednesday,Afternoon,80,127.1
REQ_00566,2024-07-10T15:00:00,SA,Rural,79.67,Industrial,3,1,17.58,16.45,FTTN,ADSL,Flat,Rock,Low,Sealed,23.0,0.6,3.0,0,0,0,1,5,0,Wednesday,Afternoon,104,117.8
REQ_00567,2024-07-26T03:00:00,ACT,Suburban,949.02,Apartment,28,19,2.82,2.16,Fixed_Wireless,Cable,Outback,Clay,Medium,Sealed,19.6,0.0,19.3,0,0,0,1,8,0,Friday,Night,78,90.7
REQ_00568,2024-05-04T18:00:00,ACT,Remote,21.06,Highrise_Office,22,19,16.43,23.54,FTTN,Cable,Hilly,Clay,Medium,Sealed,21.8,0.4,23.4,0,0,0,1,4,0,Saturday,Evening,90,88.0
REQ_00569,2024-10-08T02:00:00,WA,Rural,128.58,Townhouse,2,1,8.19,21.53,HFC,4G_only,Hilly,Mixed,High,Seasonal,15.4,4.5,11.9,0,0,0,0,5,0,Tuesday,Night,100,119.4
REQ_00570,2024-01-13T21:00:00,QLD,Suburban,2177.44,Highrise_Office,26,16,0.54,1.83,Satellite,ADSL,Outback,Sand,Low,Unsealed,25.5,0.0,29.1,0,0,0,1,11,0,Saturday,Evening,88,137.3
REQ_00571,2024-12-20T11:00:00,QLD,Suburban,1213.51,Townhouse,2,2,4.64,1.13,Fixed_Wireless,ADSL,Coastal,Rock,Medium,Seasonal,24.0,2.6,2.3,0,0,0,0,2,0,Friday,Morning,87,103.3
REQ_00572,2024-09-20T12:00:00,SA,Urban,2480.95,Detached_House,2,2,2.3,1.13,FTTP,None,Outback,Rock,Medium,Sealed,13.6,0.0,22.8,0,0,0,1,69,0,Friday,Afternoon,77,140.9
REQ_00573,2024-12-29T00:00:00,WA,Urban,6151.16,Apartment,15,7,1.72,2.2,FTTN,Cable,Coastal,Clay,Medium,Sealed,24.1,2.1,1.6,0,0,0,1,1,0,Sunday,Night,74,80.8
REQ_00574,2024-08-16T14:00:00,TAS,Urban,1536.6,Small_Business,1,1,3.26,0.96,FTTN,None,Hilly,Clay,Low,Unsealed,12.3,2.7,17.9,0,0,0,1,13,0,Friday,Afternoon,65,100.0
REQ_00575,2024-10-24T12:00:00,NSW,Rural,23.53,Small_Business,2,1,47.6,8.0,FTTP,Cable,Hilly,Clay,Low,Seasonal,13.0,8.5,16.0,0,0,0,0,5,0,Thursday,Afternoon,100,133.3
REQ_00576,2024-03-02T05:00:00,NT,Rural,54.56,Small_Business,1,1,34.24,3.92,HFC,4G_only,Hilly,Mixed,Medium,Sealed,37.7,0.9,23.1,0,0,0,1,8,0,Saturday,Night,92,89.6
REQ_00577,2024-07-13T18:00:00,ACT,Suburban,673.08,Small_Business,2,2,1.8,0.41,HFC,4G_only,Outback,Sand,Medium,Sealed,19.8,0.0,14.7,0,0,0,1,19,0,Saturday,Evening,61,67.9
REQ_00578,2024-06-25T04:00:00,NSW,Rural,158.33,Detached_House,1,1,35.15,21.83,HFC,ADSL,Flat,Mixed,Medium,Sealed,25.0,0.4,24.2,0,0,0,1,10,0,Tuesday,Night,98,88.8
REQ_00579,2024-03-05T10:00:00,NSW,Urban,2513.22,Small_Business,2,2,3.65,2.25,FTTN,ADSL,Mountainous,Mixed,Low,Sealed,25.4,0.0,1.2,0,0,0,0,43,0,Tuesday,Morning,81,161.6
REQ_00580,2024-11-05T13:00:00,NSW,Suburban,2347.48,Detached_House,2,2,2.59,1.1,FTTN,Cable,Flat,Sand,Low,Sealed,21.6,0.0,12.9,0,0,0,1,2,0,Tuesday,Afternoon,61,66.5
REQ_00581,2024-10-22T00:00:00,QLD,Urban,6530.58,Townhouse,2,1,3.74,2.13,FTTN,None,Outback,Clay,High,Sealed,21.1,0.0,13.1,0,0,0,1,29,0,Tuesday,Night,65,103.1
REQ_00582,2024-05-13T00:00:00,TAS,Suburban,2354.01,Industrial,3,2,1.32,2.98,Fixed_Wireless,4G_only,Flat,Sand,Low,Sealed,13.0,8.4,18.8,0,0,0,1,36,0,Monday,Night,81,110.1
REQ_00583,2024-05-18T18:00:00,TAS,Urban,7468.68,Industrial,4,4,1.13,2.04,FTTN,4G_only,Outback,Clay,Low,Sealed,18.4,0.0,7.7,0,0,0,1,26,0,Saturday,Evening,80,108.9
